"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","253448","Validate_Hana_T1512_AllOrdersPage_Filters_InvoiceFilter_Functionality_Test","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:42:43 IST 2025","passed","Thu Jun 12 15:46:56 IST 2025","com.hanapos.testcases.All_Orders_Page_Testcases.Hana_T1512_AllOrdersPage_Filters_InvoiceFilter_Functionality_Test","Hana POS - Smoke Functional Test","com.hanapos.testcases.All_Orders_Page_Testcases.Hana_T1512_AllOrdersPage_Filters_InvoiceFilter_Functionality_Test","Validate_Hana_T1512_AllOrdersPage_Filters_InvoiceFilter_Functionality_Test"
"","196014","Validate_Hana_T520_OrderEntryPage_WireOut_Functionality_with_New_customer_Functionality_Test","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:03:59 IST 2025","passed","Thu Jun 12 15:07:15 IST 2025","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.WireOut_Type.Hana_T520_OrderEntryPage_WireOut_Functionality_with_New_customer_FT","Hana POS - Smoke Functional Test","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.WireOut_Type.Hana_T520_OrderEntryPage_WireOut_Functionality_with_New_customer_FT","Validate_Hana_T520_OrderEntryPage_WireOut_Functionality_with_New_customer_Functionality_Test"
"","164584","Validate_Hana_T53_Payments_Check_Payment_Section_Test","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:09:38 IST 2025","failed","Thu Jun 12 15:12:23 IST 2025","com.hanapos.testcases.CashandCarry_Testcases.Hana_T53_Payments_Check_Payment_Section_FT","Hana POS - Smoke Functional Test","com.hanapos.testcases.CashandCarry_Testcases.Hana_T53_Payments_Check_Payment_Section_FT","Validate_Hana_T53_Payments_Check_Payment_Section_Test"
"Hana_T37 :- Add New Customer functionality on Cash And Carry Page","292749","Validate_Hana_T37_Add_New_Customer_Test","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:08:31 IST 2025","failed","Thu Jun 12 15:13:23 IST 2025","com.hanapos.testcases.CashandCarry_Testcases.Hana_T37_Add_New_Customer_FT","Hana POS - Smoke Functional Test","com.hanapos.testcases.CashandCarry_Testcases.Hana_T37_Add_New_Customer_FT","Validate_Hana_T37_Add_New_Customer_Test"
"","221024","Validate_Hana_T1434_Order_Page_All_Orders_Verify_the_Status_is_change_to_Dispatch_when_order_is_dispatch_from_Advance_Dispatch_Functionality","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:55:32 IST 2025","passed","Thu Jun 12 15:59:13 IST 2025","com.hanapos.testcases.All_Orders_Page_Testcases.Hana_T1434_Order_Page_All_Orders_Verify_the_Status_is_change_to_Dispatch_when_order_is_dispatch_from_Advance_Dispatch_Functionality","Hana POS - Smoke Functional Test","com.hanapos.testcases.All_Orders_Page_Testcases.Hana_T1434_Order_Page_All_Orders_Verify_the_Status_is_change_to_Dispatch_when_order_is_dispatch_from_Advance_Dispatch_Functionality","Validate_Hana_T1434_Order_Page_All_Orders_Verify_the_Status_is_change_to_Dispatch_when_order_is_dispatch_from_Advance_Dispatch_Functionality"
"","135926","Validate_Hana_T1208_Email_Campaign_Regression_Functionality_Test","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:51:39 IST 2025","passed","Thu Jun 12 15:53:55 IST 2025","com.hanapos.testcases.Email_Marketing_Testcases.Hana_T1208_Email_Campaign_Regression_Functionality_Test","Hana POS - Smoke Functional Test","com.hanapos.testcases.Email_Marketing_Testcases.Hana_T1208_Email_Campaign_Regression_Functionality_Test","Validate_Hana_T1208_Email_Campaign_Regression_Functionality_Test"
"","307825","Validate_Hana_T243_Add_Proposal_CreateProposalPage_Wedding_Functionality_Test","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:46:25 IST 2025","passed","Thu Jun 12 15:51:33 IST 2025","com.hanapos.testcases.Proposal_TestCases.Wedding.Hana_T243_Add_Proposal_CreateProposalPage_Wedding_Functionality","Hana POS - Smoke Functional Test","com.hanapos.testcases.Proposal_TestCases.Wedding.Hana_T243_Add_Proposal_CreateProposalPage_Wedding_Functionality","Validate_Hana_T243_Add_Proposal_CreateProposalPage_Wedding_Functionality_Test"
"","78376","Validate_Hana_T_Webadmin_Add_New_AddOn_Test","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:57:02 IST 2025","failed","Thu Jun 12 15:58:21 IST 2025","com.hanapos.testcases.WebAdmin_Testcases.Hana_T_Webadmin_Add_New_AddOn_Test","Hana POS - Smoke Functional Test","com.hanapos.testcases.WebAdmin_Testcases.Hana_T_Webadmin_Add_New_AddOn_Test","Validate_Hana_T_Webadmin_Add_New_AddOn_Test"
"","237561","Validate_Hana_T272_Add_Proposal_CreateProposalPage_Event_Functionality_Test","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:47:02 IST 2025","passed","Thu Jun 12 15:51:00 IST 2025","com.hanapos.testcases.Proposal_TestCases.Event.Hana_T272_Add_Proposal_CreateProposalPage_Event_Functionality","Hana POS - Smoke Functional Test","com.hanapos.testcases.Proposal_TestCases.Event.Hana_T272_Add_Proposal_CreateProposalPage_Event_Functionality","Validate_Hana_T272_Add_Proposal_CreateProposalPage_Event_Functionality_Test"
"","127444","Validate_Hana_T68_Payments_Donation_Payment_Test","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:13:28 IST 2025","failed","Thu Jun 12 15:15:36 IST 2025","com.hanapos.testcases.CashandCarry_Testcases.Hana_T68_Payments_Donation_Payment_Section_FT","Hana POS - Smoke Functional Test","com.hanapos.testcases.CashandCarry_Testcases.Hana_T68_Payments_Donation_Payment_Section_FT","Validate_Hana_T68_Payments_Donation_Payment_Test"
"","182475","Validate_Hana_T1487_OrderPage_AllOrders_Verify_Status_Displaying_As_Transfered_When_The_Florist_Transfer_Order_Functionality_Test","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:34:20 IST 2025","passed","Thu Jun 12 15:37:22 IST 2025","com.hanapos.testcases.All_Orders_Page_Testcases.Hana_T1487_OrderPage_AllOrders_Verify_Status_Displaying_As_Transfered_When_The_Florist_Transfer_Order_Functionality_Test","Hana POS - Smoke Functional Test","com.hanapos.testcases.All_Orders_Page_Testcases.Hana_T1487_OrderPage_AllOrders_Verify_Status_Displaying_As_Transfered_When_The_Florist_Transfer_Order_Functionality_Test","Validate_Hana_T1487_OrderPage_AllOrders_Verify_Status_Displaying_As_Transfered_When_The_Florist_Transfer_Order_Functionality_Test"
"Hana_T1438 :- Verify Phone Order Status Changed to Delivered by delivery confirmation popup with existing customer functionality","304372","Validate_Hana_T1438_OrderPage_AllOrders_Verify_Status_is_ChangedTo_Delivered_When_Order_is_Delivered_From_Delivery_Confirmation_Details_Popup_Functionality_Test","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:21:46 IST 2025","passed","Thu Jun 12 15:26:50 IST 2025","com.hanapos.testcases.All_Orders_Page_Testcases.Hana_T1438_OrderPage_AllOrders_Verify_Status_is_ChangedTo_Delivered_When_Order_is_Delivered_From_Delivery_Confirmation_Details_Popup_Functionality_Test","Hana POS - Smoke Functional Test","com.hanapos.testcases.All_Orders_Page_Testcases.Hana_T1438_OrderPage_AllOrders_Verify_Status_is_ChangedTo_Delivered_When_Order_is_Delivered_From_Delivery_Confirmation_Details_Popup_Functionality_Test","Validate_Hana_T1438_OrderPage_AllOrders_Verify_Status_is_ChangedTo_Delivered_When_Order_is_Delivered_From_Delivery_Confirmation_Details_Popup_Functionality_Test"
"","159296","Validate_Hana_T1501_AllOrdersPage_Verify_Status_Is_Changed_TO_Delivered_From_Pending_For_PickupOrder_Functionality_Test","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:37:40 IST 2025","passed","Thu Jun 12 15:40:19 IST 2025","com.hanapos.testcases.All_Orders_Page_Testcases.Hana_T1501_AllOrdersPage_Verify_Status_Is_Changed_TO_Delivered_From_Pending_For_PickupOrder_Functionality_Test","Hana POS - Smoke Functional Test","com.hanapos.testcases.All_Orders_Page_Testcases.Hana_T1501_AllOrdersPage_Verify_Status_Is_Changed_TO_Delivered_From_Pending_For_PickupOrder_Functionality_Test","Validate_Hana_T1501_AllOrdersPage_Verify_Status_Is_Changed_TO_Delivered_From_Pending_For_PickupOrder_Functionality_Test"
"","113456","Validate_Hana_T79_Add_Product_With_Existing_Customer_Test","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:14:28 IST 2025","passed","Thu Jun 12 15:16:21 IST 2025","com.hanapos.testcases.CashandCarry_Testcases.Hana_T79_Add_Product_With_Existing_Customer_FT","Hana POS - Smoke Functional Test","com.hanapos.testcases.CashandCarry_Testcases.Hana_T79_Add_Product_With_Existing_Customer_FT","Validate_Hana_T79_Add_Product_With_Existing_Customer_Test"
"","131978","Validate_Hana_T59_Payments_POH_Payment_Section_Test","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:12:10 IST 2025","passed","Thu Jun 12 15:14:22 IST 2025","com.hanapos.testcases.CashandCarry_Testcases.Hana_T59_Payments_POH_Payment_Section_FT","Hana POS - Smoke Functional Test","com.hanapos.testcases.CashandCarry_Testcases.Hana_T59_Payments_POH_Payment_Section_FT","Validate_Hana_T59_Payments_POH_Payment_Section_Test"
"Hana_T1229 :- Create New Customer Functionality Test","70695","Validate_Hana_T1229_Customer_NewCustomer_Functionality_Test","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:04:07 IST 2025","passed","Thu Jun 12 15:05:17 IST 2025","com.hanapos.testcases.CustomerModule_TestCases.Hana_T1229_Customer_NewCustomer_Functionality_Test","Hana POS - Smoke Functional Test","com.hanapos.testcases.CustomerModule_TestCases.Hana_T1229_Customer_NewCustomer_Functionality_Test","Validate_Hana_T1229_Customer_NewCustomer_Functionality_Test"
"","160545","Validate_Hana_T259_Add_Proposal_CreateProposalPage_Wedding_NewCustomer_Functionality_Test","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:46:44 IST 2025","failed","Thu Jun 12 15:49:25 IST 2025","com.hanapos.testcases.Proposal_TestCases.Wedding.Hana_T259_Add_Proposal_CreateProposalPage_Wedding_NewCustomer_Functionality","Hana POS - Smoke Functional Test","com.hanapos.testcases.Proposal_TestCases.Wedding.Hana_T259_Add_Proposal_CreateProposalPage_Wedding_NewCustomer_Functionality","Validate_Hana_T259_Add_Proposal_CreateProposalPage_Wedding_NewCustomer_Functionality_Test"
"Hana_T1476 :- Verify Phone Order Status Changed to Delivered from (Redeliver Flowers Back In Store) using order confirmation page with existing customer functionality","483344","Validate_Hana_T1476_OrderPage_AllOrders_Verify_Status_is_ChangedTo_Delivered_From_RedeliverFlowersBackInStore_Using_OrderConfirmationPage_Functionality_Test","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:31:46 IST 2025","passed","Thu Jun 12 15:39:49 IST 2025","com.hanapos.testcases.All_Orders_Page_Testcases.Hana_T1476_OrderPage_AllOrders_Verify_Status_is_ChangedTo_Delivered_From_RedeliverFlowersBackInStore_Using_OrderConfirmationPage_Functionality_Test","Hana POS - Smoke Functional Test","com.hanapos.testcases.All_Orders_Page_Testcases.Hana_T1476_OrderPage_AllOrders_Verify_Status_is_ChangedTo_Delivered_From_RedeliverFlowersBackInStore_Using_OrderConfirmationPage_Functionality_Test","Validate_Hana_T1476_OrderPage_AllOrders_Verify_Status_is_ChangedTo_Delivered_From_RedeliverFlowersBackInStore_Using_OrderConfirmationPage_Functionality_Test"
"","142070","Validate_Hana_T56_Payments_Invoice_Payment_Section_Test","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:11:18 IST 2025","passed","Thu Jun 12 15:13:40 IST 2025","com.hanapos.testcases.CashandCarry_Testcases.Hana_T56_Payments_Invoice_Payment_Section_FT","Hana POS - Smoke Functional Test","com.hanapos.testcases.CashandCarry_Testcases.Hana_T56_Payments_Invoice_Payment_Section_FT","Validate_Hana_T56_Payments_Invoice_Payment_Section_Test"
"","217593","Validate_Hana_T1046_Orders_AllOrdersPage_ActionMenu_UpdateOrder_PartialRefund_Functionality_Test","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:16:31 IST 2025","passed","Thu Jun 12 15:20:09 IST 2025","com.hanapos.testcases.All_Orders_Page_Testcases.Hana_T1046_Orders_AllOrdersPage_ActionMenu_UpdateOrder_PartialRefund_Functionality","Hana POS - Smoke Functional Test","com.hanapos.testcases.All_Orders_Page_Testcases.Hana_T1046_Orders_AllOrdersPage_ActionMenu_UpdateOrder_PartialRefund_Functionality","Validate_Hana_T1046_Orders_AllOrdersPage_ActionMenu_UpdateOrder_PartialRefund_Functionality_Test"
"","171447","Validate_Hana_T081_Pickup_Functionality_with_Existing_customer","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:00:28 IST 2025","passed","Thu Jun 12 15:03:19 IST 2025","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.Pick_Up_Type.Hana_T081_Pickup_Functionality_with_Existing_customer_FT","Hana POS - Smoke Functional Test","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.Pick_Up_Type.Hana_T081_Pickup_Functionality_with_Existing_customer_FT","Validate_Hana_T081_Pickup_Functionality_with_Existing_customer"
"","214708","Validate_Hana_T1461_AllOrdersView_Cash_On_Deliveries_View_Functionality_Test","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:26:34 IST 2025","passed","Thu Jun 12 15:30:08 IST 2025","com.hanapos.testcases.All_Orders_Page_Testcases.Hana_T1461_AllOrdersView_Cash_On_Deliveries_View_Functionality_Test","Hana POS - Smoke Functional Test","com.hanapos.testcases.All_Orders_Page_Testcases.Hana_T1461_AllOrdersView_Cash_On_Deliveries_View_Functionality_Test","Validate_Hana_T1461_AllOrdersView_Cash_On_Deliveries_View_Functionality_Test"
"","118661","Add_New_GiftCard","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:52:56 IST 2025","passed","Thu Jun 12 15:54:55 IST 2025","com.hanapos.testcases.CashandCarry_Testcases.Hana_T61_Payments_GiftCard_Payment_Section_FT","Hana POS - Smoke Functional Test","com.hanapos.testcases.CashandCarry_Testcases.Hana_T61_Payments_GiftCard_Payment_Section_FT","Add_New_GiftCard"
"","100145","Validate_Hana_T69_Add_Product_Without_Customer_Test","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:13:46 IST 2025","passed","Thu Jun 12 15:15:26 IST 2025","com.hanapos.testcases.CashandCarry_Testcases.Hana_T69_Add_Product_Without_Customer_FT","Hana POS - Smoke Functional Test","com.hanapos.testcases.CashandCarry_Testcases.Hana_T69_Add_Product_Without_Customer_FT","Validate_Hana_T69_Add_Product_Without_Customer_Test"
"","148189","Validate_Hana_T1206_Webadmin_Add_New_Product_test","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:51:11 IST 2025","passed","Thu Jun 12 15:53:39 IST 2025","com.hanapos.testcases.WebAdmin_Testcases.Hana_T1206_Webadmin_Add_New_Product_Test","Hana POS - Smoke Functional Test","com.hanapos.testcases.WebAdmin_Testcases.Hana_T1206_Webadmin_Add_New_Product_Test","Validate_Hana_T1206_Webadmin_Add_New_Product_test"
"","133007","Validate_Hana_T1509_AllOrdersView_Walkin_Sale_View_Functionality_Test","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:40:25 IST 2025","passed","Thu Jun 12 15:42:38 IST 2025","com.hanapos.testcases.All_Orders_Page_Testcases.Hana_T1509_AllOrdersView_Walkin_Sale_View_Functionality_Test","Hana POS - Smoke Functional Test","com.hanapos.testcases.All_Orders_Page_Testcases.Hana_T1509_AllOrdersView_Walkin_Sale_View_Functionality_Test","Validate_Hana_T1509_AllOrdersView_Walkin_Sale_View_Functionality_Test"
"Hana_T15 :- Edit the Added Product functionality in Cash and Carry","131056","Validate_Hana_T15_Edit_Product_Test","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:06:15 IST 2025","passed","Thu Jun 12 15:08:26 IST 2025","com.hanapos.testcases.CashandCarry_Testcases.Hana_T15_Edit_Product_FT","Hana POS - Smoke Functional Test","com.hanapos.testcases.CashandCarry_Testcases.Hana_T15_Edit_Product_FT","Validate_Hana_T15_Edit_Product_Test"
"","201050","Validate_Hana_T1453_OrdersPage_AllOrdersPage_Verify_Status_displaying_as_Cancelled_when_florist_cancelled_the_order_Functionality_Test","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:23:07 IST 2025","failed","Thu Jun 12 15:26:28 IST 2025","com.hanapos.testcases.All_Orders_Page_Testcases.Hana_T1453_OrdersPage_AllOrdersPage_Verify_Status_displaying_as_Cancelled_when_florist_cancelled_the_order_Functionality_Test","Hana POS - Smoke Functional Test","com.hanapos.testcases.All_Orders_Page_Testcases.Hana_T1453_OrdersPage_AllOrdersPage_Verify_Status_displaying_as_Cancelled_when_florist_cancelled_the_order_Functionality_Test","Validate_Hana_T1453_OrdersPage_AllOrdersPage_Verify_Status_displaying_as_Cancelled_when_florist_cancelled_the_order_Functionality_Test"
"","216070","Validate_Hana_T303_Delivery_Functionality_with_New_customer_Functionality_Test","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:00:26 IST 2025","passed","Thu Jun 12 15:04:02 IST 2025","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.Delivery_Type.Hana_T303_Delivery_Functionality_with_New_customer_FT","Hana POS - Smoke Functional Test","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.Delivery_Type.Hana_T303_Delivery_Functionality_with_New_customer_FT","Validate_Hana_T303_Delivery_Functionality_with_New_customer_Functionality_Test"
"","292645","Validate_Hana_T1513_AllOrdersPage_Filters_CustomerFilter_Functionality_Test","Hana POS - Smoke Functional Test Suite","Thu Jun 12 15:44:07 IST 2025","failed","Thu Jun 12 15:49:00 IST 2025","com.hanapos.testcases.All_Orders_Page_Testcases.Hana_T1513_AllOrdersPage_Filters_CustomerFilter_Functionality_Test","Hana POS - Smoke Functional Test","com.hanapos.testcases.All_Orders_Page_Testcases.Hana_T1513_AllOrdersPage_Filters_CustomerFilter_Functionality_Test","Validate_Hana_T1513_AllOrdersPage_Filters_CustomerFilter_Functionality_Test"
