"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","193270","Hana_T737_Add_Proposal_CreateProposalPage_Event_ExistingCustomer_AddNewProposal_DocumentsAndImages_UploadImages_Edit_Functionality_Test","Hana POS - Regression Functional Test Suite","Thu Aug 07 03:11:49 IST 2025","failed","Thu Aug 07 03:15:03 IST 2025","com.hanapos.testcases.Proposal_TestCases.Event.Hana_T737_Add_Proposal_CreateProposalPage_Event_ExistingCustomer_AddNewProposal_DocumentsAndImages_UploadImages_Edit_Functionality_Test","Hana POS - Regression Functional Test","com.hanapos.testcases.Proposal_TestCases.Event.Hana_T737_Add_Proposal_CreateProposalPage_Event_ExistingCustomer_AddNewProposal_DocumentsAndImages_UploadImages_Edit_Functionality_Test","Hana_T737_Add_Proposal_CreateProposalPage_Event_ExistingCustomer_AddNewProposal_DocumentsAndImages_UploadImages_Edit_Functionality_Test"
"","85587","Hana_T663_Add_Proposal_CreateProposalPage_Event_ExistingCustomer_AddNewProposal_HeaderTab_MoreActions_CustomerView_Functionality_Test","Hana POS - Regression Functional Test Suite","Thu Aug 07 03:07:35 IST 2025","passed","Thu Aug 07 03:09:01 IST 2025","com.hanapos.testcases.Proposal_TestCases.Event.Hana_T663_Add_Proposal_CreateProposalPage_Event_ExistingCustomer_AddNewProposal_HeaderTab_MoreActions_CustomerView_Functionality_Test","Hana POS - Regression Functional Test","com.hanapos.testcases.Proposal_TestCases.Event.Hana_T663_Add_Proposal_CreateProposalPage_Event_ExistingCustomer_AddNewProposal_HeaderTab_MoreActions_CustomerView_Functionality_Test","Hana_T663_Add_Proposal_CreateProposalPage_Event_ExistingCustomer_AddNewProposal_HeaderTab_MoreActions_CustomerView_Functionality_Test"
"","97661","Validate_Hana_T1245_Webadmin_Categories_Search_Functionality_Test","Hana POS - Regression Functional Test Suite","Thu Aug 07 03:28:32 IST 2025","passed","Thu Aug 07 03:30:10 IST 2025","com.hanapos.testcases.WebAdmin_Testcases.Categories.Hana_T1245_Webadmin_Categories_Search_Functionality","Hana POS - Regression Functional Test","com.hanapos.testcases.WebAdmin_Testcases.Categories.Hana_T1245_Webadmin_Categories_Search_Functionality","Validate_Hana_T1245_Webadmin_Categories_Search_Functionality_Test"
"","176192","Validate_Hana_T434_Payment_Section_WriteOff_Functionality_Test","Hana POS - Regression Functional Test Suite","Wed Aug 06 20:32:17 IST 2025","passed","Wed Aug 06 20:35:13 IST 2025","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.Delivery_Type.Hana_T434_Payment_Section_WriteOff_Functionality","Hana POS - Regression Functional Test","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.Delivery_Type.Hana_T434_Payment_Section_WriteOff_Functionality","Validate_Hana_T434_Payment_Section_WriteOff_Functionality_Test"
"","99008","Validate_Hana_T282_Add_Proposal_CreateProposalPage_Event_SearchFilter_Functionality_Test","Hana POS - Regression Functional Test Suite","Thu Aug 07 03:05:06 IST 2025","passed","Thu Aug 07 03:06:45 IST 2025","com.hanapos.testcases.Proposal_TestCases.Event.Hana_T282_Add_Proposal_CreateProposalPage_Event_SearchFilter_Functionality","Hana POS - Regression Functional Test","com.hanapos.testcases.Proposal_TestCases.Event.Hana_T282_Add_Proposal_CreateProposalPage_Event_SearchFilter_Functionality","Validate_Hana_T282_Add_Proposal_CreateProposalPage_Event_SearchFilter_Functionality_Test"
"Hana_T18 :- Order Confirmation Popup functionality on Cash and Carry Payment Page","107463","Validate_Hana_T18_Order_Confirmation_Popup_Test","Hana POS - Regression Functional Test Suite","Wed Aug 06 23:13:13 IST 2025","passed","Wed Aug 06 23:15:01 IST 2025","com.hanapos.testcases.CashandCarry_Testcases.Hana_T18_OrderConfirmationPopup_FT","Hana POS - Regression Functional Test","com.hanapos.testcases.CashandCarry_Testcases.Hana_T18_OrderConfirmationPopup_FT","Validate_Hana_T18_Order_Confirmation_Popup_Test"
"","196077","Pre_Requiste_for_Second_Order_Hana_T754_Quick_Dispatch_Trip_Section_New_Trip_Modified_Trip_Functionality","Hana POS - Regression Functional Test Suite","Thu Aug 07 04:00:36 IST 2025","passed","Thu Aug 07 04:03:52 IST 2025","com.hanapos.testcases.Quick_Dispatch_Testcases.Hana_T754_Quick_Dispatch_Trip_Section_New_Trip_Modified_Trip_Functionality","Hana POS - Regression Functional Test","com.hanapos.testcases.Quick_Dispatch_Testcases.Hana_T754_Quick_Dispatch_Trip_Section_New_Trip_Modified_Trip_Functionality","Pre_Requiste_for_Second_Order_Hana_T754_Quick_Dispatch_Trip_Section_New_Trip_Modified_Trip_Functionality"
"","191001","Validate_Hana_T555_CustomerSection_Edit_Customer_CustomerDetails_PaymentDetails_PaymentAmountSearchFilter_Functionality_Test","Hana POS - Regression Functional Test Suite","Wed Aug 06 21:44:10 IST 2025","failed","Wed Aug 06 21:47:21 IST 2025","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.WireOut_Type.Hana_T555_CustomerSection_Edit_Customer_CustomerDetails_PaymentDetails_PaymentAmountSearchFilter_FT","Hana POS - Regression Functional Test","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.WireOut_Type.Hana_T555_CustomerSection_Edit_Customer_CustomerDetails_PaymentDetails_PaymentAmountSearchFilter_FT","Validate_Hana_T555_CustomerSection_Edit_Customer_CustomerDetails_PaymentDetails_PaymentAmountSearchFilter_Functionality_Test"
"","141367","Validate_Hana_T1295_Configuration_Settings_Order_Entry_Payment_Type_Functionality_Test","Hana POS - Regression Functional Test Suite","Thu Aug 07 03:35:43 IST 2025","failed","Thu Aug 07 03:38:04 IST 2025","com.hanapos.testcases.Configuration_Settings_Testcases.Order_Entry.Hana_T1295_Configuration_Settings_Order_Entry_Payment_Type_Functionality_Test","Hana POS - Regression Functional Test","com.hanapos.testcases.Configuration_Settings_Testcases.Order_Entry.Hana_T1295_Configuration_Settings_Order_Entry_Payment_Type_Functionality_Test","Validate_Hana_T1295_Configuration_Settings_Order_Entry_Payment_Type_Functionality_Test"
"","124557","Validate_Hana_T136_Pickup_CustomerSection_Edit_Customer_CustomerDetails_OrderDetails_Pagination_Functionality_Test","Hana POS - Regression Functional Test Suite","Wed Aug 06 18:04:09 IST 2025","passed","Wed Aug 06 18:06:13 IST 2025","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.Pick_Up_Type.Hana_T136_Pickup_CustomerSection_Edit_Customer_CustomerDetails_OrderDetails_Pagination_FT","Hana POS - Regression Functional Test","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.Pick_Up_Type.Hana_T136_Pickup_CustomerSection_Edit_Customer_CustomerDetails_OrderDetails_Pagination_FT","Validate_Hana_T136_Pickup_CustomerSection_Edit_Customer_CustomerDetails_OrderDetails_Pagination_Functionality_Test"
"","112920","Hana_T717_Add_Proposal_CreateProposalPage_Wedding_ExistingCustomer_AddNewProposal_DocumentsAndImages_addFiles_Functionality_Test","Hana POS - Regression Functional Test Suite","Thu Aug 07 02:58:26 IST 2025","passed","Thu Aug 07 03:00:19 IST 2025","com.hanapos.testcases.Proposal_TestCases.Wedding.Hana_T717_Add_Proposal_CreateProposalPage_Wedding_ExistingCustomer_AddNewProposal_DocumentsAndImages_addFiles_Functionality_Test","Hana POS - Regression Functional Test","com.hanapos.testcases.Proposal_TestCases.Wedding.Hana_T717_Add_Proposal_CreateProposalPage_Wedding_ExistingCustomer_AddNewProposal_DocumentsAndImages_addFiles_Functionality_Test","Hana_T717_Add_Proposal_CreateProposalPage_Wedding_ExistingCustomer_AddNewProposal_DocumentsAndImages_addFiles_Functionality_Test"
"Hana_T40 :- Split Payment functionality on Cash And Carry Page","206530","Validate_Hana_T40_Split_Payment_Test","Hana POS - Regression Functional Test Suite","Wed Aug 06 23:16:30 IST 2025","passed","Wed Aug 06 23:19:56 IST 2025","com.hanapos.testcases.CashandCarry_Testcases.Hana_T40_Split_Payment_FT","Hana POS - Regression Functional Test","com.hanapos.testcases.CashandCarry_Testcases.Hana_T40_Split_Payment_FT","Validate_Hana_T40_Split_Payment_Test"
"","37979","Validate_Hana_T1266_Common_Address_Management_Edit_New_Functionality_Test","Hana POS - Regression Functional Test Suite","Thu Aug 07 03:30:22 IST 2025","failed","Thu Aug 07 03:31:00 IST 2025","com.hanapos.testcases.Configuration_Settings_Testcases.Order_Entry.Hana_T1266_Common_Address_Management_Edit_New_Functionality_Test","Hana POS - Regression Functional Test","com.hanapos.testcases.Configuration_Settings_Testcases.Order_Entry.Hana_T1266_Common_Address_Management_Edit_New_Functionality_Test","Validate_Hana_T1266_Common_Address_Management_Edit_New_Functionality_Test"
"","214250","Validate_Hana_T1662_HanaPOS_Proposal_Proposal_settings_Event_Verify_the_Delivery_Fee_In_Dollar_Functionality_Test","Hana POS - Regression Functional Test Suite","Thu Aug 07 04:46:21 IST 2025","passed","Thu Aug 07 04:49:56 IST 2025","com.hanapos.testcases.Proposal_TestCases.Event.Hana_T1650_HanaPOS_Proposal_Proposal_settings_Event_Verify_the_delivery_fee_tax_calculation_for_label_Include_Delivery_Fee_in_Tax_Calculation_Functionality_Test","Hana POS - Regression Functional Test","com.hanapos.testcases.Proposal_TestCases.Event.Hana_T1650_HanaPOS_Proposal_Proposal_settings_Event_Verify_the_delivery_fee_tax_calculation_for_label_Include_Delivery_Fee_in_Tax_Calculation_Functionality_Test","Validate_Hana_T1662_HanaPOS_Proposal_Proposal_settings_Event_Verify_the_Delivery_Fee_In_Dollar_Functionality_Test"
"","178858","Validate_Hana_T1500_AllOrdersPage_Verify_Status_Displaying_As_Pending_For_PhoneOrder_Functionality_Test","Hana POS - Regression Functional Test Suite","Thu Aug 07 00:14:16 IST 2025","passed","Thu Aug 07 00:17:15 IST 2025","com.hanapos.testcases.All_Orders_Page_Testcases.Hana_T1500_AllOrdersPage_Verify_Status_Displaying_As_Pending_For_PhoneOrder_Functionality_Test","Hana POS - Regression Functional Test","com.hanapos.testcases.All_Orders_Page_Testcases.Hana_T1500_AllOrdersPage_Verify_Status_Displaying_As_Pending_For_PhoneOrder_Functionality_Test","Validate_Hana_T1500_AllOrdersPage_Verify_Status_Displaying_As_Pending_For_PhoneOrder_Functionality_Test"
"","110764","Hana_T769_Add_Proposal_CreateProposalPage_Wedding_NewCustomer_AddNewProposal_NotesandInstruction_PossibilitiesofUpgrade_SpecialInstruction_Functionality_Test","Hana POS - Regression Functional Test Suite","Thu Aug 07 03:02:09 IST 2025","passed","Thu Aug 07 03:04:00 IST 2025","com.hanapos.testcases.Proposal_TestCases.Wedding.Hana_T769_Add_Proposal_CreateProposalPage_Wedding_NewCustomer_AddNewProposal_NotesAndInstructionTab_SpecialInstruction_Functionality_Test","Hana POS - Regression Functional Test","com.hanapos.testcases.Proposal_TestCases.Wedding.Hana_T769_Add_Proposal_CreateProposalPage_Wedding_NewCustomer_AddNewProposal_NotesAndInstructionTab_SpecialInstruction_Functionality_Test","Hana_T769_Add_Proposal_CreateProposalPage_Wedding_NewCustomer_AddNewProposal_NotesandInstruction_PossibilitiesofUpgrade_SpecialInstruction_Functionality_Test"
"","300840","Validate_Hana_T973_Advance_Dispatch_Trip_Section_Manual_Print_Download_Functionality_Test","Hana POS - Regression Functional Test Suite","Thu Aug 07 01:58:18 IST 2025","passed","Thu Aug 07 02:03:19 IST 2025","com.hanapos.testcases.Advance_Dispatch_Testcases.Hana_T973_Advance_Dispatch_Trip_Section_Manual_Print_Download_Functionality_Test","Hana POS - Regression Functional Test","com.hanapos.testcases.Advance_Dispatch_Testcases.Hana_T973_Advance_Dispatch_Trip_Section_Manual_Print_Download_Functionality_Test","Validate_Hana_T973_Advance_Dispatch_Trip_Section_Manual_Print_Download_Functionality_Test"
"","142934","Validate_Hana_T359_OrderEntryPage_Delivery_RecipientSection_WithExistingRecipientDetails_Functionality_Test","Hana POS - Regression Functional Test Suite","Wed Aug 06 19:52:09 IST 2025","passed","Wed Aug 06 19:54:32 IST 2025","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.Delivery_Type.Hana_T359_OrderEntryPage_Delivery_RecipientSection_WithExistingRecipientDetails_FT","Hana POS - Regression Functional Test","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.Delivery_Type.Hana_T359_OrderEntryPage_Delivery_RecipientSection_WithExistingRecipientDetails_FT","Validate_Hana_T359_OrderEntryPage_Delivery_RecipientSection_WithExistingRecipientDetails_Functionality_Test"
"","88402","Validate_Hana_T260_OrderEntryPage_ViewDraftPopup_Functionality_Test","Hana POS - Regression Functional Test Suite","Wed Aug 06 19:02:55 IST 2025","passed","Wed Aug 06 19:04:23 IST 2025","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.Pick_Up_Type.Hana_T260_OrderEntryPage_ViewDraftPopup_Functionality","Hana POS - Regression Functional Test","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.Pick_Up_Type.Hana_T260_OrderEntryPage_ViewDraftPopup_Functionality","Validate_Hana_T260_OrderEntryPage_ViewDraftPopup_Functionality_Test"
"","107491","Validate_Hana_T117_Pickup_CustomerSection_Edit_Customer_CustomerDetails_UnPaidInvoice_ColumnReorder_Functionality_Test","Hana POS - Regression Functional Test Suite","Wed Aug 06 17:48:13 IST 2025","passed","Wed Aug 06 17:50:00 IST 2025","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.Pick_Up_Type.Hana_T117_Pickup_CustomerSection_Edit_Customer_CustomerDetails_UnPaidInvoice_ColumnReorder_FT","Hana POS - Regression Functional Test","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.Pick_Up_Type.Hana_T117_Pickup_CustomerSection_Edit_Customer_CustomerDetails_UnPaidInvoice_ColumnReorder_FT","Validate_Hana_T117_Pickup_CustomerSection_Edit_Customer_CustomerDetails_UnPaidInvoice_ColumnReorder_Functionality_Test"
"","240826","Validate_Hana_T824_Advance_Dispatch_Invalid_addresses_Proceed_Without_Address_Validation_Functionality","Hana POS - Regression Functional Test Suite","Thu Aug 07 04:33:07 IST 2025","failed","Thu Aug 07 04:37:08 IST 2025","com.hanapos.testcases.Advance_Dispatch_Testcases.Hana_T822_Advance_Dispatch_Invalid_addresses_Address_Lookup_Multiple_Invalid_Invoices_List_Functionality","Hana POS - Regression Functional Test","com.hanapos.testcases.Advance_Dispatch_Testcases.Hana_T822_Advance_Dispatch_Invalid_addresses_Address_Lookup_Multiple_Invalid_Invoices_List_Functionality","Validate_Hana_T824_Advance_Dispatch_Invalid_addresses_Proceed_Without_Address_Validation_Functionality"
"","586477","Validate_Hana_T839_Advance_Dispatch_Footer_Icon_Section_Pending_Order_Functionality","Hana POS - Regression Functional Test Suite","Thu Aug 07 01:06:41 IST 2025","passed","Thu Aug 07 01:16:27 IST 2025","com.hanapos.testcases.Advance_Dispatch_Testcases.Hana_T839_Advance_Dispatch_Footer_Icon_Section_Pending_Order_Functionality","Hana POS - Regression Functional Test","com.hanapos.testcases.Advance_Dispatch_Testcases.Hana_T839_Advance_Dispatch_Footer_Icon_Section_Pending_Order_Functionality","Validate_Hana_T839_Advance_Dispatch_Footer_Icon_Section_Pending_Order_Functionality"
"","188990","Validate_Hana_T557_CustomerSection_Edit_Customer_CustomerDetails_PaymentDetails_MOPSearchFilter_Functionality_Test","Hana POS - Regression Functional Test Suite","Wed Aug 06 21:46:50 IST 2025","passed","Wed Aug 06 21:49:59 IST 2025","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.WireOut_Type.Hana_T557_CustomerSection_Edit_Customer_CustomerDetails_PaymentDetails_MOPSearchFilter_FT","Hana POS - Regression Functional Test","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.WireOut_Type.Hana_T557_CustomerSection_Edit_Customer_CustomerDetails_PaymentDetails_MOPSearchFilter_FT","Validate_Hana_T557_CustomerSection_Edit_Customer_CustomerDetails_PaymentDetails_MOPSearchFilter_Functionality_Test"
"","270466","Validate_Hana_T198_OrderEntryPage_Pickup_ProductSection_CreateRecipe_DisplayImagesEnabled_Functionality_Test","Hana POS - Regression Functional Test Suite","Wed Aug 06 18:32:18 IST 2025","passed","Wed Aug 06 18:36:48 IST 2025","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.Pick_Up_Type.Hana_T198_OrderEntryPage_Pickup_ProductSection_CreateRecipe_DisplayImagesEnabled_Functionality","Hana POS - Regression Functional Test","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.Pick_Up_Type.Hana_T198_OrderEntryPage_Pickup_ProductSection_CreateRecipe_DisplayImagesEnabled_Functionality","Validate_Hana_T198_OrderEntryPage_Pickup_ProductSection_CreateRecipe_DisplayImagesEnabled_Functionality_Test"
"","162455","Validate_Hana_T669_WireOut_Payment_Section_Debit_Functionality_Test","Hana POS - Regression Functional Test Suite","Wed Aug 06 22:47:50 IST 2025","passed","Wed Aug 06 22:50:33 IST 2025","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.WireOut_Type.Hana_T669_WireOut_Payment_Section_Debit_Functionality","Hana POS - Regression Functional Test","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.WireOut_Type.Hana_T669_WireOut_Payment_Section_Debit_Functionality","Validate_Hana_T669_WireOut_Payment_Section_Debit_Functionality_Test"
"","263726","Validate_Hana_T1604_Delivery_Recurring_Order_Page_Functionality_Test","Hana POS - Regression Functional Test Suite","Thu Aug 07 03:29:53 IST 2025","passed","Thu Aug 07 03:34:17 IST 2025","com.hanapos.testcases.Recurring_Orders_Testcases.Hana_T1604_Delivery_Recurring_Order_Page_Functionality_Test","Hana POS - Regression Functional Test","com.hanapos.testcases.Recurring_Orders_Testcases.Hana_T1604_Delivery_Recurring_Order_Page_Functionality_Test","Validate_Hana_T1604_Delivery_Recurring_Order_Page_Functionality_Test"
"","154976","Validate_Hana_T1221_Webadmin_Product_Add_New_Products_Availability_Web_Disabled_Functionality","Hana POS - Regression Functional Test Suite","Thu Aug 07 03:18:00 IST 2025","passed","Thu Aug 07 03:20:35 IST 2025","com.hanapos.testcases.WebAdmin_Testcases.Products.Hana_T1221_Webadmin_Product_Add_New_Products_Availability_Web_Disabled_Functionality","Hana POS - Regression Functional Test","com.hanapos.testcases.WebAdmin_Testcases.Products.Hana_T1221_Webadmin_Product_Add_New_Products_Availability_Web_Disabled_Functionality","Validate_Hana_T1221_Webadmin_Product_Add_New_Products_Availability_Web_Disabled_Functionality"
"","95409","Validate_Hana_T_Webadmin_Add_New_AddOn_Test","Hana POS - Regression Functional Test Suite","Thu Aug 07 04:37:56 IST 2025","passed","Thu Aug 07 04:39:32 IST 2025","com.hanapos.testcases.WebAdmin_Testcases.Addons.Hana_T_Webadmin_Add_New_AddOn_Test","Hana POS - Regression Functional Test","com.hanapos.testcases.WebAdmin_Testcases.Addons.Hana_T_Webadmin_Add_New_AddOn_Test","Validate_Hana_T_Webadmin_Add_New_AddOn_Test"
"","78267","Validate_Hana_T094_Pickup_CustomerSection_PhoneNumberFieldLookup_Test","Hana POS - Regression Functional Test Suite","Wed Aug 06 17:34:56 IST 2025","passed","Wed Aug 06 17:36:14 IST 2025","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.Pick_Up_Type.Hana_T094_Pickup_CustomerSection_PhoneNumberFieldLookup_FT","Hana POS - Regression Functional Test","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.Pick_Up_Type.Hana_T094_Pickup_CustomerSection_PhoneNumberFieldLookup_FT","Validate_Hana_T094_Pickup_CustomerSection_PhoneNumberFieldLookup_Test"
"","174525","Validate_Hana_T249_Pickup_PaymentSection_InvoiceHouseAccount_Functionality","Hana POS - Regression Functional Test Suite","Wed Aug 06 18:59:23 IST 2025","passed","Wed Aug 06 19:02:18 IST 2025","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.Pick_Up_Type.Hana_T249_Pickup_PaymentSection_InvoiceHouseAccount_Functionality","Hana POS - Regression Functional Test","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.Pick_Up_Type.Hana_T249_Pickup_PaymentSection_InvoiceHouseAccount_Functionality","Validate_Hana_T249_Pickup_PaymentSection_InvoiceHouseAccount_Functionality"
"","235814","Validate_Hana_T174_OrderEntry_Pickup_ProductSection_Functionality_Test","Hana POS - Regression Functional Test Suite","Wed Aug 06 18:22:05 IST 2025","passed","Wed Aug 06 18:26:01 IST 2025","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.Pick_Up_Type.Hana_T174_OrderEntry_Pickup_ProductSection_FT","Hana POS - Regression Functional Test","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.Pick_Up_Type.Hana_T174_OrderEntry_Pickup_ProductSection_FT","Validate_Hana_T174_OrderEntry_Pickup_ProductSection_Functionality_Test"
"","184261","Validate_Hana_T1512_AllOrdersPage_Filters_InvoiceFilter_Functionality_Test","Hana POS - Regression Functional Test Suite","Thu Aug 07 00:20:15 IST 2025","passed","Thu Aug 07 00:23:20 IST 2025","com.hanapos.testcases.All_Orders_Page_Testcases.Hana_T1512_AllOrdersPage_Filters_InvoiceFilter_Functionality_Test","Hana POS - Regression Functional Test","com.hanapos.testcases.All_Orders_Page_Testcases.Hana_T1512_AllOrdersPage_Filters_InvoiceFilter_Functionality_Test","Validate_Hana_T1512_AllOrdersPage_Filters_InvoiceFilter_Functionality_Test"
"","156476","Validate_Hana_T639_WireOut_ProductSection_CreateRecipe_SaveToProduct_Enabled_Functionality_Test","Hana POS - Regression Functional Test Suite","Wed Aug 06 22:37:38 IST 2025","passed","Wed Aug 06 22:40:14 IST 2025","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.WireOut_Type.Hana_T639_WireOut_ProductSection_CreateRecipe_SaveToProduct_Enabled_Functionality","Hana POS - Regression Functional Test","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.WireOut_Type.Hana_T639_WireOut_ProductSection_CreateRecipe_SaveToProduct_Enabled_Functionality","Validate_Hana_T639_WireOut_ProductSection_CreateRecipe_SaveToProduct_Enabled_Functionality_Test"
"","212577","Validate_Hana_T728_Quick_Dispatch_Summary_Summary_table_Reorder_Functionality","Hana POS - Regression Functional Test Suite","Thu Aug 07 00:55:34 IST 2025","passed","Thu Aug 07 00:59:06 IST 2025","com.hanapos.testcases.Quick_Dispatch_Testcases.Hana_T728_Quick_Dispatch_Summary_Summary_table_Reorder_Functionality","Hana POS - Regression Functional Test","com.hanapos.testcases.Quick_Dispatch_Testcases.Hana_T728_Quick_Dispatch_Summary_Summary_table_Reorder_Functionality","Validate_Hana_T728_Quick_Dispatch_Summary_Summary_table_Reorder_Functionality"
"","200110","Validate_Hana_T399_ProductSection_Tax_Functionality_Test","Hana POS - Regression Functional Test Suite","Wed Aug 06 20:08:53 IST 2025","passed","Wed Aug 06 20:12:13 IST 2025","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.Delivery_Type.Hana_T399_ProductSection_Tax_Functionality","Hana POS - Regression Functional Test","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.Delivery_Type.Hana_T399_ProductSection_Tax_Functionality","Validate_Hana_T399_ProductSection_Tax_Functionality_Test"
"","123000","Validate_Hana_T503_ProductSection_CreateRecipe_ItemGallery_Functionality_Test","Hana POS - Regression Functional Test Suite","Wed Aug 06 21:09:23 IST 2025","passed","Wed Aug 06 21:11:26 IST 2025","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.WireIn_Type.Hana_T503_ProductSection_CreateRecipe_ItemGallery_Functionality","Hana POS - Regression Functional Test","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.WireIn_Type.Hana_T503_ProductSection_CreateRecipe_ItemGallery_Functionality","Validate_Hana_T503_ProductSection_CreateRecipe_ItemGallery_Functionality_Test"
"","175676","Validate_Hana_T430_Payment_Section_Marigold_Functionality_Test","Hana POS - Regression Functional Test Suite","Wed Aug 06 20:27:09 IST 2025","passed","Wed Aug 06 20:30:05 IST 2025","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.Delivery_Type.Hana_T430_Payment_Section_Marigold_Functionality","Hana POS - Regression Functional Test","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.Delivery_Type.Hana_T430_Payment_Section_Marigold_Functionality","Validate_Hana_T430_Payment_Section_Marigold_Functionality_Test"
"","499360","Validate_Hana_T891_Advance_Dispatch_Multiple_orders_with_the_same_address_found_Partial_Select_Functionality_Test","Hana POS - Regression Functional Test Suite","Thu Aug 07 01:25:43 IST 2025","passed","Thu Aug 07 01:34:03 IST 2025","com.hanapos.testcases.Advance_Dispatch_Testcases.Hana_T891_Advance_Dispatch_Multiple_orders_with_the_same_address_found_Partial_Select_Functionality_Test","Hana POS - Regression Functional Test","com.hanapos.testcases.Advance_Dispatch_Testcases.Hana_T891_Advance_Dispatch_Multiple_orders_with_the_same_address_found_Partial_Select_Functionality_Test","Validate_Hana_T891_Advance_Dispatch_Multiple_orders_with_the_same_address_found_Partial_Select_Functionality_Test"
"Hana_T :- Update Customer Details Functionality Test","381621","Validate_Hana_T_Customer_Update_CustomerDetails_Functionality_Test","Hana POS - Regression Functional Test Suite","Thu Aug 07 00:38:35 IST 2025","passed","Thu Aug 07 00:44:56 IST 2025","com.hanapos.testcases.CustomerModule_TestCases.Hana_T_Customer_Update_CustomerDetails_Functionality_Test","Hana POS - Regression Functional Test","com.hanapos.testcases.CustomerModule_TestCases.Hana_T_Customer_Update_CustomerDetails_Functionality_Test","Validate_Hana_T_Customer_Update_CustomerDetails_Functionality_Test"
"","209016","Validate_Hana_T724_Quick_Dispatch_Pending_Deliveries_Timed_Order_Functionality","Hana POS - Regression Functional Test Suite","Thu Aug 07 00:52:00 IST 2025","passed","Thu Aug 07 00:55:29 IST 2025","com.hanapos.testcases.Quick_Dispatch_Testcases.Hana_T724_Quick_Dispatch_Pending_Deliveries_Timed_Order_Functionality","Hana POS - Regression Functional Test","com.hanapos.testcases.Quick_Dispatch_Testcases.Hana_T724_Quick_Dispatch_Pending_Deliveries_Timed_Order_Functionality","Validate_Hana_T724_Quick_Dispatch_Pending_Deliveries_Timed_Order_Functionality"
"","196724","Validate_Hana_T495_ProductSection_TaxExempt_Functionality_Test","Hana POS - Regression Functional Test Suite","Wed Aug 06 21:06:06 IST 2025","passed","Wed Aug 06 21:09:23 IST 2025","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.WireIn_Type.Hana_T495_ProductSection_TaxExempt_Functionality","Hana POS - Regression Functional Test","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.WireIn_Type.Hana_T495_ProductSection_TaxExempt_Functionality","Validate_Hana_T495_ProductSection_TaxExempt_Functionality_Test"
"","220449","Validate_Hana_T129_Pickup_CustomerSection_Edit_Customer_CustomerDetails_OrderDetails_InvoiceSearchFilter_Functionality_Test","Hana POS - Regression Functional Test Suite","Wed Aug 06 17:58:24 IST 2025","passed","Wed Aug 06 18:02:04 IST 2025","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.Pick_Up_Type.Hana_T129_Pickup_CustomerSection_Edit_Customer_CustomerDetails_OrderDetails_InvoiceSearchFilter_FT","Hana POS - Regression Functional Test","com.hanapos.testcases.Order_Entry_Alaise_Phone_Order_Testcases.Pick_Up_Type.Hana_T129_Pickup_CustomerSection_Edit_Customer_CustomerDetails_OrderDetails_InvoiceSearchFilter_FT","Validate_Hana_T129_Pickup_CustomerSection_Edit_Customer_CustomerDetails_OrderDetails_InvoiceSearchFilter_Functionality_Test"
